,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Hyeres,FR,43.1167,6.1167,57.67,90,20,5.75,few clouds
349,Owando,CG,-0.4819,15.8999,77.99,53,95,2.98,overcast clouds
350,Cururupu,BR,-1.8283,-44.8683,83.32,70,79,5.97,broken clouds
351,Norman Wells,CA,65.282,-126.8329,-18.36,76,75,3.44,broken clouds
352,Yazoo City,US,32.8551,-90.4056,66.9,72,90,16.35,overcast clouds
353,West Wendover,US,40.7391,-114.0733,25.81,74,0,4.61,clear sky
354,Anloga,GH,5.7947,0.8973,81.48,70,60,10.92,broken clouds
355,Hobe Sound,US,27.0595,-80.1364,79.99,64,40,11.5,scattered clouds
356,Sangerhausen,DE,51.4667,11.3,49.55,78,46,14.25,scattered clouds
357,Nouakchott,MR,18.0858,-15.9785,71.96,66,70,4.99,broken clouds
358,Bardiyah,LY,31.7561,25.0865,62.69,75,2,9.42,clear sky
359,Redlands,US,34.0556,-117.1825,54.27,89,100,1.01,overcast clouds
360,Grand Forks,US,47.9417,-97.4337,17.33,86,100,16.11,mist
361,Ranau,MY,5.9538,116.6641,67.39,95,100,2.46,overcast clouds
362,Saint-Joseph,RE,-21.3667,55.6167,75.58,80,42,5.17,scattered clouds
363,Shahr-E Kord,IR,32.3256,50.8644,22.77,74,0,6.91,clear sky
364,Japura,ID,-0.3167,102.35,72.64,98,84,2.46,broken clouds
365,Ajaccio,FR,42.0,8.9167,48.25,82,0,8.05,clear sky
366,Colonia,DE,50.9333,6.95,50.86,74,20,6.91,few clouds
367,Chicama,PE,-7.8447,-79.1469,68.54,59,59,11.54,broken clouds
368,Torquay,GB,50.4638,-3.5143,45.93,90,54,5.99,broken clouds
369,Salmas,IR,38.1973,44.7653,31.6,75,11,1.25,few clouds
370,Bengkulu,ID,-3.8004,102.2655,74.21,85,100,5.97,overcast clouds
371,Kuliyapitiya,LK,7.4688,80.0401,74.88,93,75,3.56,broken clouds
372,Qasigiannguit,GL,68.8193,-51.1922,12.45,96,100,4.76,light snow
373,La Ronge,CA,55.1001,-105.2842,-16.35,69,75,0.0,light snow
374,Moengo,SR,5.6167,-54.4,77.16,79,100,3.44,overcast clouds
375,Longyearbyen,SJ,78.2186,15.6401,22.84,86,40,8.05,light snow
376,Sakakah,SA,29.9697,40.2064,54.97,58,0,7.85,clear sky
377,Bilibino,RU,68.0546,166.4372,-28.66,99,99,2.64,overcast clouds
378,Vitre,FR,48.1178,-1.2058,46.22,93,80,7.85,broken clouds
379,Sonaguera,HN,15.6333,-86.3333,84.15,50,18,2.98,few clouds
380,Aktash,RU,50.3,87.7333,4.91,93,100,4.18,overcast clouds
381,Segou,ML,13.4317,-6.2157,82.85,14,92,9.24,overcast clouds
382,Yar-Sale,RU,66.8333,70.8333,-25.28,100,64,3.49,broken clouds
383,Luwuk,ID,-0.9516,122.7875,77.67,84,100,4.23,overcast clouds
384,Kisangani,CD,0.5167,25.2,78.21,60,91,2.53,overcast clouds
385,Karratha,AU,-20.7377,116.8463,88.86,42,73,17.83,broken clouds
386,Beloha,MG,-25.1667,45.05,79.88,67,33,4.36,scattered clouds
387,El Tigre,VE,8.8875,-64.2454,87.69,42,23,10.8,few clouds
388,Muyezerskiy,RU,63.9333,31.65,8.82,100,100,4.52,overcast clouds
389,Qinzhou,CN,21.95,108.6167,52.48,54,100,13.18,overcast clouds
390,Belaya Gora,RU,68.5333,146.4167,-15.36,98,100,7.81,overcast clouds
391,Labuhan,ID,-6.8844,112.2051,77.74,88,100,14.88,light rain
392,San Juan,AR,-31.5375,-68.5364,92.23,15,0,10.98,clear sky
393,Teguldet,RU,57.3064,88.1667,-17.97,100,98,1.97,overcast clouds
394,Rosarito,MX,32.3333,-117.0333,57.13,70,100,4.47,overcast clouds
395,Ulladulla,AU,-35.35,150.4667,61.23,86,98,3.8,light rain
396,San Quintin,MX,30.4833,-115.95,60.55,75,97,9.08,overcast clouds
397,Mossendjo,CG,-2.9506,12.7261,72.23,94,99,2.51,overcast clouds
398,Mount Isa,AU,-20.7333,139.5,76.77,83,75,4.61,broken clouds
399,Tarija,BO,-21.5355,-64.7296,69.71,56,75,4.61,broken clouds
400,Cacequi,BR,-29.8836,-54.825,91.96,12,0,12.33,clear sky
401,Maneadero,MX,31.7167,-116.5667,57.09,85,100,1.99,overcast clouds
402,Boca Do Acre,BR,-8.7522,-67.3978,83.21,66,78,6.38,broken clouds
403,Urucara,BR,-2.5364,-57.76,76.77,93,67,6.11,light rain
404,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,88.09,51,43,5.28,scattered clouds
405,Banjar,ID,-8.19,114.9675,75.78,92,100,1.07,overcast clouds
406,Kiama,AU,-34.6833,150.8667,65.37,92,100,3.18,light rain
407,Koumac,NC,-20.5667,164.2833,77.72,87,99,7.67,overcast clouds
408,Wattwil,CH,47.3023,9.0876,49.28,87,94,5.01,overcast clouds
409,Orkney,ZA,-26.9802,26.6727,65.1,79,93,5.73,light rain
410,Manoel Urbano,BR,-8.8389,-69.2597,82.38,70,98,5.23,overcast clouds
411,Geraldton,AU,-28.7667,114.6,61.21,88,0,3.44,clear sky
412,Oranjestad,AW,12.524,-70.027,84.15,65,40,19.57,scattered clouds
413,Tiarei,PF,-17.5333,-149.3333,82.42,76,63,16.46,broken clouds
414,Morden,CA,49.1919,-98.1014,17.44,92,95,6.91,overcast clouds
415,Irbit,RU,57.6705,63.071,-8.03,100,42,2.01,scattered clouds
416,Nikolayevsk-Na-Amure,RU,53.1406,140.73,-10.5,99,76,4.09,broken clouds
417,Oktyabrskoye,RU,43.0645,44.7417,23.14,86,83,2.24,broken clouds
418,Nicoya,CR,10.1483,-85.452,86.63,54,66,6.87,broken clouds
419,Christchurch,NZ,-43.5333,172.6333,59.92,86,100,18.41,mist
420,Trincomalee,LK,8.5711,81.2335,78.55,74,59,9.73,broken clouds
421,Cidreira,BR,-30.1811,-50.2056,75.13,53,20,18.37,few clouds
422,Tuy Hoa,VN,13.0833,109.3,70.77,92,100,14.16,overcast clouds
423,Varhaug,NO,58.6147,5.6457,44.15,83,100,18.88,light rain
424,Amberley,US,39.2048,-84.428,54.16,66,100,11.5,overcast clouds
425,Porto De Moz,BR,-1.7483,-52.2383,72.82,97,98,3.31,overcast clouds
426,Oyama,JP,36.3,139.8,45.59,55,8,4.41,clear sky
427,Valera,VE,9.3178,-70.6036,80.19,71,59,3.6,broken clouds
428,Stokmarknes,NO,68.5646,14.9108,33.78,69,75,18.41,light snow
429,Kodiak,US,57.79,-152.4072,38.71,93,100,32.21,moderate rain
430,Villa Corzo,MX,16.1667,-93.25,84.0,45,1,0.4,clear sky
431,Sayyan,YE,15.1718,44.3244,52.56,61,45,7.29,scattered clouds
432,Jalu,LY,29.0331,21.5482,59.56,67,0,4.18,clear sky
433,Kieta,PG,-6.2167,155.6333,77.5,82,100,2.82,overcast clouds
434,Apodi,BR,-5.6642,-37.7989,92.52,37,56,9.84,broken clouds
435,Sao Joao Da Barra,BR,-21.6403,-41.0511,87.89,83,78,10.22,broken clouds
436,Te Karaka,NZ,-38.4654,177.8679,60.6,93,25,2.15,scattered clouds
437,Chishtian Mandi,PK,29.8,72.8667,55.71,61,39,9.55,scattered clouds
438,Sikasso,ML,10.9167,-7.0,87.55,16,17,5.17,few clouds
439,Bonthe,SL,7.5264,-12.505,82.54,69,60,10.71,broken clouds
440,Svetlogorsk,BY,52.6333,29.7333,33.69,90,100,8.81,overcast clouds
441,Umm Kaddadah,SD,13.6017,26.6876,63.23,23,0,12.97,clear sky
442,Teberda,RU,43.4456,41.7448,23.56,56,50,4.45,scattered clouds
443,Bording,DK,56.1465,9.2753,44.98,87,75,18.41,broken clouds
444,Paita,PE,-5.0892,-81.1144,76.68,67,60,10.92,broken clouds
445,La Plata,AR,-34.9215,-57.9545,87.04,22,11,1.72,few clouds
446,Bichura,RU,50.5881,107.6022,-5.51,93,84,1.7,broken clouds
447,Kovdor,RU,67.5662,30.4758,-3.57,100,99,4.09,overcast clouds
448,Progreso,MX,21.2833,-89.6667,83.1,68,83,7.7,broken clouds
449,Sigli,ID,5.3848,95.9609,77.09,81,91,0.47,overcast clouds
450,Hasaki,JP,35.7333,140.8333,36.28,50,46,14.36,scattered clouds
451,Riviere-Au-Renard,CA,48.9957,-64.3971,19.69,69,100,1.68,overcast clouds
452,Pierre,US,44.3683,-100.351,26.85,69,0,18.99,clear sky
453,Robertsport,LR,6.7533,-11.3686,82.09,75,50,12.3,scattered clouds
454,Funadhoo,MV,6.15,73.2667,81.48,78,34,16.51,scattered clouds
455,Portland,US,45.5234,-122.6762,44.47,94,100,13.8,overcast clouds
456,Archidona,ES,37.0965,-4.3887,55.96,63,54,3.85,broken clouds
457,Sorong,ID,-0.8833,131.25,80.15,82,100,13.98,overcast clouds
458,Burdur,TR,37.7203,30.2908,39.9,70,0,6.91,clear sky
459,Korampallam,IN,8.7667,78.1,77.52,80,64,10.71,broken clouds
460,Kahului,US,20.8947,-156.47,74.84,82,0,7.0,clear sky
461,Reconquista,AR,-29.15,-59.65,93.56,18,0,6.42,clear sky
462,Lakes Entrance,AU,-37.8811,147.981,56.16,89,9,6.71,clear sky
463,Aloleng,PH,16.1307,119.7824,78.39,78,99,10.4,overcast clouds
464,Aller,ES,43.1187,-5.5839,44.2,96,100,3.24,light rain
465,Kintinku,TZ,-5.8833,35.2333,74.25,64,92,6.73,overcast clouds
466,Kenai,US,60.5544,-151.2583,26.65,86,0,14.97,clear sky
467,Chipata,ZM,-13.6333,32.65,64.18,93,100,3.65,overcast clouds
468,Zhangye,CN,38.9342,100.4517,18.0,39,0,3.94,clear sky
469,Sawtell,AU,-30.3833,153.1,68.18,88,100,4.61,overcast clouds
470,Changji,CN,44.0167,87.3167,-3.21,84,24,2.24,mist
471,Ketchikan,US,55.3422,-131.6461,39.67,75,100,8.05,overcast clouds
472,Coria,ES,39.9879,-6.5377,56.44,92,100,13.13,overcast clouds
473,Escanaba,US,45.7453,-87.0646,40.96,99,100,6.91,overcast clouds
474,Ancud,CL,-41.8697,-73.8203,60.28,71,70,10.49,broken clouds
475,Acapulco,MX,16.8634,-99.8901,85.82,54,75,3.44,broken clouds
476,Defiance,US,41.3334,-84.45,52.14,71,100,14.97,overcast clouds
477,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,93,100,17.45,overcast clouds
478,Namibe,AO,-15.1961,12.1522,71.85,78,79,7.52,broken clouds
479,Shambu,ET,9.5667,37.1,55.29,75,88,1.43,light rain
480,Akim Swedru,GH,5.8938,-1.0164,83.44,48,83,6.98,broken clouds
481,Erice,IT,38.037,12.5865,50.47,88,20,9.22,few clouds
482,Rokytne,UA,51.2796,27.214,37.67,70,97,10.58,overcast clouds
483,Bonaventure,CA,48.0457,-65.4926,21.78,68,100,4.61,overcast clouds
484,Pangai,TO,-19.8,-174.35,79.0,80,96,6.2,moderate rain
485,Mezhdurechensk,RU,53.6942,88.0603,8.89,97,100,2.1,light snow
486,Da Lat,VN,11.9465,108.4419,54.81,96,99,3.65,overcast clouds
487,Port Hedland,AU,-20.3167,118.5667,87.85,40,100,10.36,overcast clouds
488,Sistranda,NO,63.7256,8.834,39.16,68,100,11.61,light rain
489,Barabai,ID,-2.5833,115.3833,74.03,95,100,1.83,overcast clouds
490,Yaan,NG,7.3833,8.5667,83.8,18,18,6.15,few clouds
491,Khandbari,NP,27.3747,87.2039,52.09,80,81,1.45,broken clouds
492,Berlevag,NO,70.8578,29.0864,26.55,59,75,48.34,broken clouds
493,Murgab,TM,37.4966,61.9714,40.87,75,0,4.61,clear sky
494,Puerto Escondido,MX,15.85,-97.0667,85.03,65,0,8.05,clear sky
495,Sumbe,AO,-11.2061,13.8437,77.83,79,100,4.76,overcast clouds
496,Robstown,US,27.7903,-97.6689,74.95,84,100,17.27,overcast clouds
497,Kinablangan,PH,7.6947,126.5503,77.0,87,82,3.91,broken clouds
498,Anahuac,MX,27.2333,-100.15,69.31,41,98,12.06,overcast clouds
499,Boffa,GN,10.1667,-14.0333,80.51,52,91,8.55,overcast clouds
500,Tatawin,TN,32.9297,10.4518,59.81,36,66,6.24,broken clouds
501,Griffith,US,41.5284,-87.4237,55.04,85,100,19.57,overcast clouds
502,Slave Lake,CA,55.2834,-114.769,8.58,85,100,6.91,overcast clouds
503,Omboue,GA,-1.5746,9.2618,78.76,84,94,4.29,light rain
504,Inhambane,MZ,-23.865,35.3833,80.58,78,20,7.0,few clouds
505,Lithakia,GR,37.7167,20.8333,54.68,94,40,0.0,scattered clouds
506,Alvik,SE,60.7477,14.8746,34.54,100,100,6.31,overcast clouds
507,Glace Bay,CA,46.1969,-59.957,32.58,69,75,12.66,broken clouds
508,Dongli,CN,23.5656,116.8194,53.58,71,25,4.47,scattered clouds
509,Victor Harbor,AU,-35.5667,138.6167,61.0,76,3,10.38,clear sky
510,Kulhudhuffushi,MV,6.6221,73.07,81.3,78,42,17.25,scattered clouds
511,Soto La Marina,MX,23.7667,-98.2167,81.43,45,6,2.24,clear sky
512,Adeje,ES,28.1227,-16.726,72.7,43,20,16.11,few clouds
513,Da Nang,VN,16.0678,108.2208,66.18,88,75,6.91,broken clouds
514,Bogalusa,US,30.791,-89.8487,73.0,73,75,4.61,broken clouds
515,Molochnoye,RU,59.2917,39.6787,-7.37,100,97,0.63,overcast clouds
516,Tombouctou,ML,20.0,-3.0,73.87,18,81,12.21,broken clouds
517,San Ignacio,BZ,17.1561,-89.0714,82.54,69,40,4.61,scattered clouds
518,Ylivieska,FI,64.0833,24.55,22.87,89,100,14.54,overcast clouds
519,Tomatlan,MX,19.9333,-105.25,87.28,23,0,4.99,clear sky
520,Alta Floresta,BR,-9.8756,-56.0861,79.99,80,91,1.68,overcast clouds
521,Leninsk,RU,48.7119,45.1994,30.2,87,88,7.31,overcast clouds
522,Muros,ES,42.7762,-9.0603,57.09,94,100,8.66,overcast clouds
523,Tambura,SS,5.6,27.4667,78.13,28,100,4.74,overcast clouds
524,Santa Fe,AR,-31.6333,-60.7,94.01,25,0,4.0,light rain
525,San Luis,AR,-33.295,-66.3356,85.96,13,0,3.49,clear sky
526,Iquique,CL,-20.2208,-70.1431,73.44,68,60,7.25,broken clouds
527,Tsabong,BW,-26.0217,22.401,75.52,55,90,18.41,light rain
528,Lufilufi,WS,-13.8745,-171.5986,74.98,76,46,13.22,light rain
529,Hit,IQ,33.6416,42.8251,55.22,61,2,3.78,clear sky
530,Matagami,CA,49.7502,-77.6328,30.31,100,100,5.75,snow
531,Kolyvan,RU,55.3053,82.7391,-18.42,100,100,3.0,overcast clouds
532,Terrace,CA,54.5163,-128.6035,30.11,93,100,21.85,light snow
533,Krasnoselkup,RU,65.7,82.4667,-17.72,100,95,4.27,overcast clouds
534,Huntington,US,38.4193,-82.4452,59.31,47,20,10.36,few clouds
535,Amga,RU,60.8953,131.9608,-16.87,100,98,2.28,overcast clouds
536,Puerto Quijarro,BO,-17.7833,-57.7667,93.49,47,99,3.58,overcast clouds
537,Camopi,GF,3.1655,-52.3158,72.64,89,100,1.32,overcast clouds
538,Palmer,US,42.1584,-72.3287,51.17,43,40,5.75,scattered clouds
539,Biak,ID,-0.9131,122.8766,76.39,84,100,4.43,overcast clouds
540,Marrakesh,MA,31.6315,-8.0083,73.47,21,0,2.3,clear sky
541,Tommot,RU,58.9564,126.2925,-6.56,99,88,1.3,light snow
542,Alyangula,AU,-13.8483,136.4192,81.21,81,100,18.34,overcast clouds
543,Capinzal,BR,-27.3436,-51.6119,85.32,32,8,7.25,clear sky
544,Valle De Allende,MX,26.9333,-105.4,56.17,31,100,9.24,overcast clouds
545,Inuvik,CA,68.3499,-133.7218,-6.59,81,100,4.61,light snow
546,Listvyanka,RU,51.8535,104.8693,12.92,94,98,8.95,light snow
547,Larap,PH,14.299,122.6504,76.51,96,52,5.99,broken clouds
548,Kidal,ML,18.4411,1.4078,72.43,14,99,13.02,overcast clouds
549,Cerritos,US,33.8583,-118.0648,58.98,88,100,8.05,overcast clouds
550,Solnechnyy,RU,50.7214,136.6319,-6.0,98,54,3.89,broken clouds
551,San Jose,US,37.3394,-121.895,53.01,83,100,17.27,overcast clouds
552,Pilar,BR,-9.5972,-35.9567,87.73,55,20,11.74,few clouds
553,Muncar,ID,-8.4333,114.3333,75.2,91,100,3.22,overcast clouds
554,Lasa,IT,46.6166,10.7002,40.08,96,87,3.11,overcast clouds
555,Rio Grande,BR,-32.035,-52.0986,72.82,46,0,16.44,clear sky
556,Drumheller,CA,51.4617,-112.7101,22.84,85,100,2.3,overcast clouds
557,Bismarck,US,46.8083,-100.7837,15.66,77,100,8.05,overcast clouds
558,Susanville,US,40.4163,-120.653,35.82,94,100,5.99,overcast clouds
559,Barsovo,RU,61.1667,73.1667,-3.87,99,93,5.66,overcast clouds
560,Ahuimanu,US,21.4447,-157.8378,71.17,86,20,3.44,few clouds
561,Abu Samrah,SY,35.3029,37.1841,51.06,78,6,7.78,clear sky
562,Puerto Baquerizo Moreno,EC,-0.9,-89.6,77.99,69,75,13.8,broken clouds
563,Jibuti,DJ,11.5,42.5,71.94,69,16,19.82,few clouds
564,Pitimbu,BR,-7.4706,-34.8086,88.39,69,98,11.63,overcast clouds
565,Poum,NC,-20.2333,164.0167,80.01,80,98,14.43,overcast clouds
566,Eganville,CA,45.5334,-77.0994,36.63,100,98,6.89,overcast clouds
567,Nantucket,US,41.2835,-70.0995,51.94,71,0,10.36,clear sky
568,Nevelsk,RU,46.6733,141.8633,22.44,67,100,15.77,overcast clouds
569,Sitrah,BH,26.1547,50.6206,66.2,52,0,12.66,clear sky
570,Lodhikheda,IN,21.5833,78.8333,64.11,44,0,3.71,clear sky
571,Acari,PE,-15.4311,-74.6158,79.14,65,93,11.1,overcast clouds
572,Buala,SB,-8.145,159.5921,79.34,81,99,4.03,overcast clouds
573,Cairns,AU,-16.9167,145.7667,75.15,97,100,2.3,light rain
574,Dingle,PH,10.9995,122.6711,74.14,94,55,5.19,broken clouds
575,Maraba,BR,-5.3686,-49.1178,91.58,66,40,2.3,moderate rain
576,Campos Altos,BR,-19.6961,-46.1714,69.31,91,100,4.85,light rain
577,Boa Vista,BR,2.8197,-60.6733,85.98,58,75,9.22,broken clouds
578,Mareeba,AU,-17.0,145.4333,70.52,97,100,1.19,light rain
579,Shitanjing,CN,39.2342,106.3439,12.54,40,0,1.95,clear sky
580,Diamantina,BR,-18.2494,-43.6003,75.94,56,71,4.12,broken clouds
581,Adrar,MR,20.5022,-10.0711,75.52,28,87,20.22,overcast clouds
582,Broome,US,42.2506,-75.833,50.16,55,0,9.22,clear sky
583,Lockhart,US,28.6194,-81.4426,78.1,66,0,9.22,clear sky
584,Kerman,IR,30.2832,57.0788,35.46,64,0,0.0,clear sky
585,Manjacaze,MZ,-24.7117,33.8828,78.78,58,90,11.56,overcast clouds
586,Comarapa,BO,-17.9,-64.4833,59.59,90,96,2.04,overcast clouds
587,Baiao,BR,-2.7906,-49.6717,72.03,99,100,0.98,overcast clouds
588,Butembo,CD,0.15,29.2833,59.68,83,99,2.48,overcast clouds
589,Asuncion Nochixtlan,MX,17.4667,-97.2333,67.8,35,30,3.87,scattered clouds
590,Pundaguitan,PH,6.3711,126.1689,80.51,79,50,5.37,scattered clouds
591,Constantine,DZ,36.365,6.6147,49.41,61,0,0.0,clear sky
592,Bucerias,MX,20.75,-105.3333,81.99,47,23,2.48,few clouds
593,Sept-Iles,CA,50.2001,-66.3821,16.05,70,100,5.75,overcast clouds
594,Terpsithea,GR,39.6167,22.3667,51.35,83,3,2.35,clear sky
595,Landerneau,FR,48.4525,-4.2525,48.96,84,0,10.36,clear sky
596,Olinda,BR,-8.0089,-34.8553,83.93,61,20,10.36,few clouds
597,Roela,EE,59.1667,26.5926,31.84,98,100,11.3,light snow
598,Sol-Iletsk,RU,51.1631,54.9918,23.32,96,100,10.31,light snow
599,Shieli,KZ,44.1667,66.75,31.14,83,90,4.83,overcast clouds
600,Iqaluit,CA,63.7506,-68.5145,1.13,77,100,20.71,light snow
601,Asau,RO,46.4333,26.4,33.28,60,90,7.18,overcast clouds
602,Raudeberg,NO,61.9875,5.1352,41.67,1,100,20.89,light rain
603,Havre,FR,49.5833,0.3333,47.97,76,75,13.8,broken clouds
604,Gigmoto,PH,13.7796,124.39,78.73,90,72,5.84,broken clouds
605,Rabo De Peixe,PT,37.8,-25.5833,62.11,94,75,16.11,light rain
606,Hanting,CN,36.7708,119.2108,24.76,38,0,2.98,clear sky
607,Garden City,US,42.3256,-83.331,50.94,79,100,17.27,overcast clouds
608,Batemans Bay,AU,-35.7167,150.1833,59.59,91,94,3.98,overcast clouds
609,Pimenta Bueno,BR,-11.6725,-61.1936,77.47,93,100,1.59,heavy intensity rain
610,Kirillov,RU,59.863,38.3813,-3.37,100,91,2.19,overcast clouds
611,Dickinson,US,29.4608,-95.0513,80.02,76,75,19.57,broken clouds
612,Henties Bay,NA,-22.116,14.2845,63.79,84,0,7.58,clear sky
613,Gambela,ET,8.25,34.5833,82.83,47,84,2.57,broken clouds
614,Ichalkaranji,IN,16.7,74.4667,72.57,49,1,0.6,clear sky
615,Luderitz,NA,-26.6481,15.1594,69.85,53,0,35.84,clear sky
616,Batagay,RU,67.6333,134.6333,-19.43,98,100,3.2,overcast clouds
617,Shache,CN,38.4167,77.2406,25.66,39,100,2.17,overcast clouds
618,Bang Saphan,TH,11.2126,99.5117,69.4,78,100,4.52,overcast clouds
619,Astoria,US,46.1879,-123.8313,43.93,93,100,10.36,mist
620,Kanniyakumari,IN,8.0833,77.5667,78.28,79,59,15.41,broken clouds
621,Champerico,GT,14.3,-91.9167,88.34,63,10,5.7,clear sky
622,Nova Olimpia,BR,-14.7972,-57.2881,75.69,93,100,1.63,moderate rain
623,Killybegs,IE,54.6333,-8.45,40.71,72,58,11.68,broken clouds
624,Pabna,BD,24.0,89.25,60.4,38,9,4.16,clear sky
625,Deming,US,32.2687,-107.7586,42.69,75,0,3.44,clear sky
626,San Pedro Buenavista,MX,16.0833,-93.1167,84.02,46,0,1.68,clear sky
627,Degollado,MX,20.467,-102.1498,65.77,27,1,7.65,clear sky
628,Dhidhdhoo,MV,6.8833,73.1,81.3,77,46,16.96,scattered clouds
629,Ostrovnoy,RU,68.0531,39.5131,17.17,93,33,13.0,scattered clouds
630,Okha,RU,53.5739,142.9478,-4.22,92,72,16.82,broken clouds
631,Marfino,RU,55.7028,37.3822,30.15,100,100,6.71,mist
632,Nieuw Amsterdam,SR,5.8833,-55.0833,86.16,70,40,0.0,scattered clouds
633,Kousseri,CM,12.0769,15.0306,76.96,18,26,6.91,scattered clouds
634,Shangzhi,CN,45.2167,127.9667,-7.64,100,28,4.88,scattered clouds
635,Cap-Aux-Meules,CA,47.3821,-61.8597,28.45,64,75,11.5,broken clouds
636,Kargasok,RU,59.0556,80.8572,7.39,95,99,7.49,light snow
637,Homer,US,59.6425,-151.5483,37.29,70,40,9.22,scattered clouds
638,Aykino,RU,62.2248,49.9922,10.9,95,100,6.02,light snow
639,Matara,LK,5.9485,80.5353,73.58,88,22,10.67,few clouds
640,Katobu,ID,-4.9408,122.5276,77.14,84,100,7.87,light rain
641,Lincoln,US,40.8,-96.667,48.16,75,0,16.11,clear sky
642,Bandarbeyla,SO,9.4942,50.8122,77.45,74,54,21.54,broken clouds
643,Zhigansk,RU,66.7697,123.3711,-26.52,96,93,11.45,overcast clouds
644,Praia Da Vitoria,PT,38.7333,-27.0667,64.65,77,40,17.58,scattered clouds
645,Zhigalovo,RU,54.8097,105.1578,-1.89,100,99,3.94,overcast clouds
646,Along,IN,28.1667,94.7667,47.77,69,1,1.83,clear sky
647,Elizabeth City,US,36.2946,-76.2511,60.04,44,0,5.01,clear sky
648,Vostok,RU,46.4856,135.8833,-6.25,98,100,4.52,overcast clouds
649,Pangody,RU,65.85,74.4859,-25.69,100,51,5.23,broken clouds
650,Tempio Pausania,IT,40.8974,9.1035,49.12,72,77,4.61,broken clouds
651,Kabo,CF,7.6994,18.629,77.49,20,91,5.68,overcast clouds
652,Sorland,NO,67.667,12.6934,39.06,64,100,25.81,overcast clouds
653,Yaring,TH,6.8662,101.3689,73.92,75,98,2.06,overcast clouds
654,Lake Havasu City,US,34.4839,-114.3224,60.22,74,100,12.66,overcast clouds
655,Cuiluan,CN,47.72,128.648,-9.54,99,38,3.8,scattered clouds
656,Auki,SB,-8.7676,160.7034,76.33,86,99,3.89,overcast clouds
657,Mae Sai,TH,20.4335,99.8762,60.39,99,93,1.34,overcast clouds
658,Susangerd,IR,31.5608,48.1831,56.62,54,0,8.28,clear sky
659,Areosa,PT,41.7178,-8.8571,56.73,97,100,8.68,light rain
660,Godhra,IN,22.75,73.6333,68.49,31,18,3.85,few clouds
661,Gallipoli,TR,40.4103,26.6708,49.59,84,0,4.47,clear sky
662,Chulman,RU,56.8479,124.9104,-12.66,99,100,1.52,overcast clouds
663,Oksfjord,NO,70.2396,22.3479,33.98,70,100,21.25,overcast clouds
664,Christiana,ZA,-27.914,25.1611,71.4,53,95,8.25,light rain
665,Guerrero Negro,MX,27.9769,-114.0611,64.0,76,100,7.31,overcast clouds
666,Kungurtug,RU,50.5994,97.5228,-8.01,97,80,1.86,broken clouds
667,Wau,SS,7.7029,27.9953,78.24,25,37,4.94,scattered clouds
668,Khuzhir,RU,53.1939,107.3397,18.54,84,100,8.5,overcast clouds
669,Lata,PT,40.1629,-8.3327,61.07,93,100,11.5,overcast clouds
670,Tautira,PF,-17.7333,-149.15,80.26,76,62,15.03,broken clouds
671,Sokoni,TZ,-6.4333,39.55,82.26,76,71,10.51,broken clouds
672,Odweyne,SO,9.4092,45.064,67.01,65,5,14.97,clear sky
673,Quang Ngai,VN,15.1167,108.8,70.0,88,99,11.1,overcast clouds
674,Ahipara,NZ,-35.1667,173.1667,61.27,93,8,3.53,clear sky
675,Olean,US,42.0776,-78.4297,50.58,84,23,11.99,few clouds
676,Gizo,SB,-8.103,156.8419,81.19,70,100,6.11,overcast clouds
677,Urusha,RU,54.05,122.9,-2.81,92,100,2.08,overcast clouds
678,Santa Rosa,PH,14.3122,121.1114,76.98,94,100,5.53,overcast clouds
679,Baker City,US,44.7749,-117.8344,34.59,84,100,6.33,overcast clouds
680,Nyurba,RU,63.2842,118.3319,-14.33,95,100,7.81,overcast clouds
681,Harper,LR,4.375,-7.7169,81.25,73,71,8.32,broken clouds
682,Havoysund,NO,70.9963,24.6622,23.23,52,100,35.16,overcast clouds
683,Viedma,AR,-40.8135,-62.9967,85.69,19,2,13.89,clear sky
684,Jardim,BR,-21.4803,-56.1381,96.55,30,93,1.21,overcast clouds
685,Moundsville,US,39.9203,-80.7431,58.15,61,23,9.82,few clouds
686,Kalat,PK,29.0225,66.5916,35.17,79,49,9.84,scattered clouds
687,Cabedelo,BR,-6.9811,-34.8339,88.47,68,100,13.53,overcast clouds
688,Evanston,US,42.0411,-87.6901,55.63,85,99,5.99,overcast clouds
689,Gallup,US,35.5281,-108.7426,34.56,87,68,1.01,broken clouds
690,Fort Frances,CA,48.5999,-93.4003,30.16,67,100,3.98,overcast clouds
691,Vestmannaeyjar,IS,63.4427,-20.2734,20.39,68,0,19.57,clear sky
692,Nador,MA,35.174,-2.9287,66.27,48,0,10.36,clear sky
693,Raisinghnagar,IN,29.5358,73.4492,52.9,74,4,10.76,clear sky
694,Jutai,BR,-5.1833,-68.9,73.85,97,100,2.59,overcast clouds
695,Coihaique,CL,-45.5752,-72.0662,65.01,42,75,9.22,broken clouds
696,Pittsfield,US,42.4501,-73.2454,49.42,62,0,4.61,clear sky
697,Jalpan,MX,21.2333,-99.4833,81.97,24,2,0.78,clear sky
698,Businga,CD,3.3333,20.8833,76.15,42,100,1.9,overcast clouds
