City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
151,Nanortalik,GL,2022-12-19 20:32:23,60.1432,-45.2371,18.91,64,6,8.19
152,Constitucion,CL,2022-12-19 20:32:23,-35.3333,-72.4167,62.08,61,1,7.29
153,Mahebourg,MU,2022-12-19 20:32:13,-20.4081,57.7,77.25,83,40,6.91
154,East London,ZA,2022-12-19 20:32:24,-33.0153,27.9116,66.42,83,100,12.26
155,Beidao,CN,2022-12-19 20:29:47,34.5686,105.8933,27.18,42,100,3.71
156,Chernyshevskiy,RU,2022-12-19 20:32:24,63.0128,112.4714,-28.71,99,100,2.42
157,Paamiut,GL,2022-12-19 20:32:26,61.994,-49.6678,16.36,72,1,11.56
158,Rocha,UY,2022-12-19 20:31:27,-34.4833,-54.3333,74.61,56,62,15.32
159,Acapulco,MX,2022-12-19 20:31:01,16.8634,-99.8901,85.82,58,0,8.05
160,Nanchong,CN,2022-12-19 20:32:27,30.7951,106.0847,47.93,59,100,4.21
161,El Alto,PE,2022-12-19 20:32:27,-4.2714,-81.2147,78.46,73,61,9.57
162,Pecos,US,2022-12-19 20:31:14,31.4229,-103.4932,66.29,26,0,18.41
163,Khatanga,RU,2022-12-19 20:32:28,71.9667,102.5,-14.98,99,100,7.38
164,Avarua,CK,2022-12-19 20:32:28,-21.2078,-159.775,78.85,78,75,9.22
165,Provideniya,RU,2022-12-19 20:32:28,64.3833,-173.3,26.71,74,75,13.42
166,Haines Junction,CA,2022-12-19 20:32:28,60.7522,-137.5108,-43.65,66,96,1.14
167,Te Anau,NZ,2022-12-19 20:32:29,-45.4167,167.7167,54.93,62,22,3.09
168,Tulun,RU,2022-12-19 20:32:29,54.5611,100.5792,10.49,90,100,7.0
169,Pevek,RU,2022-12-19 20:32:30,69.7008,170.3133,19.26,59,0,9.46
170,Beringovskiy,RU,2022-12-19 20:32:30,63.05,179.3167,32.07,88,100,24.85
171,Sovetskiy,RU,2022-12-19 20:32:31,61.3614,63.5842,13.95,96,100,4.72
172,Krasnopillya,UA,2022-12-19 20:32:31,50.7746,35.2597,19.9,81,20,8.84
173,Nikolskoye,RU,2022-12-19 20:32:32,59.7035,30.7861,33.69,96,100,7.27
174,Madimba,TZ,2022-12-19 20:32:32,-10.4,40.3333,80.58,82,59,11.63
175,Toamasina,MG,2022-12-19 20:32:32,-18.1667,49.3833,77.0,88,40,2.3
176,Manta,EC,2022-12-19 20:32:33,-0.95,-80.7333,78.58,69,40,10.36
177,Churapcha,RU,2022-12-19 20:32:33,62.0025,132.4325,-49.76,100,60,2.06
178,Vrangel,RU,2022-12-19 20:32:34,42.7297,133.0839,8.89,62,0,10.04
179,Dali,CN,2022-12-19 20:32:34,25.7,100.1833,39.25,86,0,4.63
180,Umm Lajj,SA,2022-12-19 20:32:35,25.0213,37.2685,77.04,50,0,6.53
181,Mahendranagar,NP,2022-12-19 20:32:35,28.9167,80.3333,56.43,67,22,4.68
182,Ambatondrazaka,MG,2022-12-19 20:32:36,-17.8333,48.4167,67.96,93,11,1.97
183,Lakes Entrance,AU,2022-12-19 20:32:36,-37.8811,147.981,53.17,74,42,2.77
184,Georgetown,MY,2022-12-19 20:31:34,5.4112,100.3354,78.73,84,20,6.91
185,Sfantu Gheorghe,RO,2022-12-19 20:33:36,45.8667,25.7833,23.94,58,0,4.03
186,Wanning,CN,2022-12-19 20:33:37,18.8003,110.3967,65.93,85,100,7.14
187,Ambulu,ID,2022-12-19 20:33:37,-8.345,113.6058,74.37,89,84,3.04
188,Kapaa,US,2022-12-19 20:33:38,22.0752,-159.319,69.78,78,100,5.01
189,Waipawa,NZ,2022-12-19 20:33:38,-41.4122,175.5153,55.94,95,100,6.35
190,Lokosovo,RU,2022-12-19 20:33:38,61.1333,74.8167,8.62,94,100,14.65
191,Tocantins,BR,2022-12-19 20:33:38,-10.5,-48.0,77.29,87,60,0.81
192,Acari,PE,2022-12-19 20:33:39,-15.4311,-74.6158,80.35,61,28,10.54
193,Saint-Francois,FR,2022-12-19 20:33:39,46.4154,3.9054,54.84,67,0,13.8
194,Bathsheba,BB,2022-12-19 20:33:40,13.2167,-59.5167,83.01,86,40,19.57
195,Poum,NC,2022-12-19 20:33:40,-20.2333,164.0167,78.84,81,19,17.22
196,Humberto De Campos,BR,2022-12-19 20:33:40,-2.5983,-43.4611,80.01,75,89,8.16
197,Alyangula,AU,2022-12-19 20:33:41,-13.8483,136.4192,83.43,77,100,15.59
198,Marienburg,PL,2022-12-19 20:33:41,54.0359,19.0266,30.04,89,100,18.07
199,Hami,CN,2022-12-19 20:33:41,42.8,93.45,20.16,48,16,4.92
200,Muros,ES,2022-12-19 20:32:32,42.7762,-9.0603,61.68,95,100,26.44
201,Nenjiang,CN,2022-12-19 20:33:42,49.1833,125.2167,-31.77,100,36,1.66
202,Shahr-E Kord,IR,2022-12-19 20:33:42,32.3256,50.8644,24.57,93,0,2.3
203,Bandar-E Anzali,IR,2022-12-19 20:33:43,37.4727,49.4622,53.71,88,83,0.94
204,Rosetown,CA,2022-12-19 20:33:43,51.5501,-108.0014,-14.82,76,100,6.91
205,Ulladulla,AU,2022-12-19 20:33:43,-35.35,150.4667,58.37,71,100,8.68
206,Kahului,US,2022-12-19 20:33:44,20.8947,-156.47,79.84,79,40,26.46
207,Falam,MM,2022-12-19 20:33:44,22.9167,93.6833,47.35,93,100,3.24
208,Shelburne,CA,2022-12-19 20:33:45,44.0787,-80.2041,27.05,93,94,8.79
209,Chapais,CA,2022-12-19 20:32:55,49.7834,-74.8492,24.58,97,100,4.63
210,Pangnirtung,CA,2022-12-19 20:33:45,66.1451,-65.7125,15.8,100,100,0.0
211,Loa Janan,ID,2022-12-19 20:33:45,-0.583,117.095,73.02,99,100,1.74
212,Pronsk,RU,2022-12-19 20:33:46,54.1048,39.6092,22.21,92,98,13.18
213,Puerto Narino,CO,2022-12-19 20:33:46,-3.7703,-70.3831,81.32,76,99,2.68
214,Flinders,AU,2022-12-19 20:33:47,-34.5833,150.8552,60.19,73,100,7.0
215,Taoudenni,ML,2022-12-19 20:33:47,22.6783,-3.9836,68.61,22,0,11.1
216,Pavino,RU,2022-12-19 20:33:47,59.1139,46.1414,-8.07,100,100,2.75
217,Casper,US,2022-12-19 20:33:48,42.8666,-106.3131,30.81,51,0,17.27
218,Upernavik,GL,2022-12-19 20:33:48,72.7868,-56.1549,26.35,70,100,8.01
219,Rundu,NA,2022-12-19 20:32:06,-17.9333,19.7667,78.48,24,99,0.89
220,Cordele,US,2022-12-19 20:33:49,31.9635,-83.7824,57.7,33,0,4.61
221,Qaanaaq,GL,2022-12-19 20:33:49,77.484,-69.3632,1.8,87,60,3.85
222,Kaitangata,NZ,2022-12-19 20:33:49,-46.2817,169.8464,48.69,87,100,6.11
223,Salalah,OM,2022-12-19 20:33:50,17.0151,54.0924,78.89,34,20,11.5
224,Anshun,CN,2022-12-19 20:33:50,26.25,105.9333,40.98,58,99,4.72
225,Ixtapa,MX,2022-12-19 20:33:50,20.7,-105.2,76.23,65,0,10.36
226,Petropavlovsk-Kamchatskiy,RU,2022-12-19 20:32:22,53.0452,158.6483,23.59,63,75,6.71
227,Chishan,TW,2022-12-19 20:33:51,22.6392,120.3565,59.92,86,40,4.61
228,Bezdead,RO,2022-12-19 20:33:51,45.15,25.5167,27.99,85,16,1.21
229,Anito,PH,2022-12-19 20:34:52,12.4497,125.2886,76.55,90,100,13.02
230,Port Augusta,AU,2022-12-19 20:34:52,-32.5,137.7667,78.4,31,92,10.8
231,Teknaf,BD,2022-12-19 20:34:52,20.8624,92.3058,66.18,89,100,6.17
232,Lorengau,PG,2022-12-19 20:34:53,-2.0226,147.2712,80.06,80,100,4.88
233,Qandala,SO,2022-12-19 20:34:53,11.472,49.8728,76.68,67,63,5.1
234,Tasiilaq,GL,2022-12-19 20:34:54,65.6145,-37.6368,10.56,54,0,5.5
235,Chokurdakh,RU,2022-12-19 20:34:54,70.6333,147.9167,-7.6,100,99,3.24
236,Port Lincoln,AU,2022-12-19 20:34:54,-34.7333,135.8667,65.77,72,86,4.25
237,Tanete,ID,2022-12-19 20:34:55,-3.9443,119.7848,74.28,92,99,3.47
238,Stornoway,GB,2022-12-19 20:34:55,58.2093,-6.3865,44.56,87,40,13.8
239,Amudat,UG,2022-12-19 20:34:55,1.95,34.95,71.73,44,12,6.78
240,Ucluelet,CA,2022-12-19 20:32:20,48.9329,-125.5528,33.1,81,100,11.52
241,Abha,SA,2022-12-19 20:34:56,18.2164,42.5053,53.42,82,0,9.22
242,Torbay,CA,2022-12-19 20:31:00,47.6666,-52.7314,38.57,97,100,23.02
243,Manzanillo,CU,2022-12-19 20:34:56,20.3433,-77.1167,88.27,41,21,4.23
244,College,US,2022-12-19 20:34:57,64.8569,-147.8028,-23.42,70,20,0.0
245,Hidalgotitlan,MX,2022-12-19 20:34:57,17.7833,-94.6333,73.42,83,93,2.42
246,Padang,ID,2022-12-19 20:34:57,-0.9492,100.3543,76.66,83,52,3.67
247,Codrington,AU,2022-12-19 20:34:58,-38.2667,141.9667,55.02,63,56,11.7
248,Bambanglipuro,ID,2022-12-19 20:34:58,-7.95,110.2833,76.3,86,14,2.48
249,Kaeo,NZ,2022-12-19 20:34:58,-35.1,173.7833,69.82,62,42,4.85
250,Takoradi,GH,2022-12-19 20:34:59,4.8845,-1.7554,79.9,82,56,8.7
251,Pangai,TO,2022-12-19 20:34:59,-19.8,-174.35,82.51,78,20,8.05
252,Lata,PT,2022-12-19 20:35:00,40.1629,-8.3327,60.08,91,100,9.71
253,Norman Wells,CA,2022-12-19 20:35:00,65.282,-126.8329,-29.16,75,20,5.75
254,Inirida,CO,2022-12-19 20:35:00,3.8653,-67.9239,76.91,93,98,4.32
255,Bongaigaon,IN,2022-12-19 20:35:01,26.4782,90.5568,60.75,67,29,3.13
256,Pisco,PE,2022-12-19 20:35:01,-13.7,-76.2167,78.85,65,0,17.27
257,Saint-Pierre,RE,2022-12-19 20:35:01,-21.3393,55.4781,78.48,69,100,3.44
258,Veisiejai,LT,2022-12-19 20:35:02,54.1,23.7,23.49,79,100,13.58
259,Chengde,CN,2022-12-19 20:35:02,40.9725,117.9361,13.68,65,57,0.29
260,Marsa Matruh,EG,2022-12-19 20:35:03,31.3525,27.2453,68.2,73,40,16.11
261,Kununurra,AU,2022-12-19 20:35:03,-15.7667,128.7333,76.98,94,100,5.75
262,Kjollefjord,NO,2022-12-19 20:35:03,70.9457,27.3465,35.65,69,40,20.71
263,New Norfolk,AU,2022-12-19 20:35:04,-42.7826,147.0587,54.72,65,3,2.26
264,Mkushi,ZM,2022-12-19 20:35:04,-13.6202,29.3939,66.16,90,100,2.15
265,Burns Lake,CA,2022-12-19 20:35:05,54.2331,-125.7533,-20.78,68,10,2.06
266,Ayan,RU,2022-12-19 20:35:05,56.45,138.1667,-10.23,73,54,17.16
267,Auchi,NG,2022-12-19 20:35:06,7.0667,6.2667,78.96,28,8,1.54
268,Ballina,AU,2022-12-19 20:35:06,-28.8667,153.5667,62.78,78,76,12.28
269,Bayir,TR,2022-12-19 20:35:06,37.2687,28.2167,48.72,93,15,6.69
270,Hamilton,US,2022-12-19 20:33:25,39.1834,-84.5333,35.24,57,0,3.44
271,Mount Gambier,AU,2022-12-19 20:35:07,-37.8333,140.7667,59.14,52,96,6.24
272,Deniliquin,AU,2022-12-19 20:35:07,-35.5333,144.9667,64.11,33,2,11.88
273,Guerrero Negro,MX,2022-12-19 20:30:17,27.9769,-114.0611,68.56,33,10,6.4
274,Kumluca,TR,2022-12-19 20:35:08,36.3703,30.2869,63.28,63,3,3.71
275,Huambo,AO,2022-12-19 20:35:08,-12.7761,15.7392,59.85,94,70,4.14
276,Metro,ID,2022-12-19 20:35:09,-5.1131,105.3067,74.86,93,79,3.4
277,Kambove,CD,2022-12-19 20:36:09,-10.8764,26.5969,62.78,96,100,8.1
278,Pocone,BR,2022-12-19 20:36:10,-16.2567,-56.6228,81.05,78,74,5.68
279,Tahe,CN,2022-12-19 20:36:10,52.3333,124.7333,-21.77,95,100,3.09
280,Saint Anthony,US,2022-12-19 20:36:11,45.0205,-93.218,12.9,84,100,8.05
281,Ust-Maya,RU,2022-12-19 20:36:11,60.4167,134.5333,-48.24,100,81,0.87
282,Touros,BR,2022-12-19 20:36:11,-5.1989,-35.4608,78.8,75,0,12.21
283,Duluth,US,2022-12-19 20:36:12,46.7833,-92.1066,12.07,79,75,4.61
284,Lebu,CL,2022-12-19 20:36:12,-37.6167,-73.65,61.5,64,68,10.6
285,Kavieng,PG,2022-12-19 20:36:13,-2.5744,150.7967,80.29,80,100,4.65
286,Morant Bay,JM,2022-12-19 20:33:43,17.8815,-76.4093,83.82,68,5,10.18
287,Vammala,FI,2022-12-19 20:36:13,61.3333,22.9,27.57,96,100,5.59
288,Traverse City,US,2022-12-19 20:36:13,44.7631,-85.6206,27.0,90,100,6.26
289,Tiarei,PF,2022-12-19 20:36:14,-17.5333,-149.3333,86.02,77,94,9.71
290,Plettenberg Bay,ZA,2022-12-19 20:36:14,-34.0527,23.3716,63.82,75,91,10.31
291,Mumford,GH,2022-12-19 20:36:15,5.2618,-0.759,79.81,84,49,8.61
292,Teeli,RU,2022-12-19 20:36:15,51.0333,90.2333,-4.07,94,100,0.89
293,Barabai,ID,2022-12-19 20:36:15,-2.5833,115.3833,72.9,92,99,1.28
294,Rouvroy,FR,2022-12-19 20:36:16,50.3925,2.904,49.87,72,98,16.24
295,Tuatapere,NZ,2022-12-19 20:36:16,-46.1333,167.6833,48.61,92,100,3.49
